33.47995 1.52632
33.48005 1.52644
33.48015 1.52644
33.48025 1.52644
33.48035 1.52657
33.48045 1.52657
33.48055 1.52669
33.48065 1.52669
33.48075 1.52669
33.48085 1.52669
33.48095 1.52682
33.48105 1.52682
33.48115 1.52694
33.48125 1.52694
33.48135 1.52694
33.48145 1.52707
33.48155 1.52707
33.48165 1.52719
33.48175 1.52719
33.48185 1.52732
33.48195 1.52732
33.48205 1.52744
33.48215 1.52757
33.48225 1.52757
33.48235 1.52769
33.48245 1.52769
33.48255 1.52782
33.48265 1.52794
33.48275 1.52794
33.48285 1.52807
33.48295 1.52819
33.48305 1.52819
33.48315 1.52819
33.48325 1.52832
33.48335 1.52832
33.48345 1.52844
33.48355 1.52844
33.48365 1.52844
33.48375 1.52857
33.48385 1.52857
33.48395 1.52857
33.48405 1.52857
33.48415 1.52857
33.48425 1.52857
33.48435 1.52844
33.48445 1.52844
33.48455 1.52844
33.48465 1.52832
33.48475 1.52819
33.48485 1.52819
33.48495 1.52807
33.48505 1.52794
33.48515 1.52782
33.48525 1.52769
33.48535 1.52757
33.48545 1.52732
33.48555 1.52719
33.48565 1.52707
33.48575 1.52694
33.48585 1.52682
33.48595 1.52657
33.48605 1.52632
33.48615 1.52619
33.48625 1.52607
33.48635 1.52582
33.48645 1.52569
33.48655 1.52544
33.48665 1.52519
33.48675 1.52507
33.48685 1.52482
33.48695 1.52469
33.48705 1.52444
33.48715 1.52432
33.48725 1.52407
33.48735 1.52394
33.48745 1.52369
33.48755 1.52357
33.48765 1.52344
33.48775 1.52319
33.48785 1.52307
33.48795 1.52294
33.48805 1.52282
33.48815 1.52269
33.48825 1.52257
33.48835 1.52244
33.48845 1.52232
33.48855 1.52219
33.48865 1.52207
33.48875 1.52194
33.48885 1.52194
33.48895 1.52182
33.48905 1.52169
33.48915 1.52169
33.48925 1.52157
33.48935 1.52144
33.48945 1.52144
33.48955 1.52132
33.48965 1.52132
33.48975 1.52119
33.48985 1.52119
33.48995 1.52107
33.49005 1.52094
